38673,38673,,,166,,,0.25%
58302,38720,,,,,,
65535,38720,,,,,,
65535,38720,,,,,,
65535,38720,,,,,,
64556,38720,,,,,,
62268,38720,,,,,,
60034,38720,,,,,,
57905,38720,,,,,,
55812,38720,,,,,,
53761,38720,,,,,,
51750,38720,,,,,,
49765,38720,,,,,,
47886,38720,,,,,,
46060,38720,,,,,,
44283,38720,,,,,,
42529,38720,,,,,,
40825,38720,,,,,,
39199,38720,,,,,,
37644,38720,,,,,,
36159,38720,,,,,,
34695,38720,,,,,,
33271,38720,,,,,,
31915,38720,,,,,,
30613,38720,,,,,,
29373,38720,,,,,,
28167,38720,,,,,,
26996,38720,,,,,,
25873,38720,,,,,,
24795,38720,,,,,,
23779,38720,,,,,,
22815,38720,,,,,,
21865,38720,,,,,,
20949,38720,,,,,,
20061,38720,,,,,,
19222,38720,,,,,,
18432,38720,,,,,,
17686,38720,,,,,,
16950,38720,,,,,,
16224,38720,,,,,,
15544,38720,,,,,,
14917,38720,,,,,,
14332,38720,,,,,,
13740,38720,,,,,,
13188,38720,,,,,,
12639,38720,,,,,,
12145,38720,,,,,,
11680,38720,,,,,,
11225,38720,,,,,,
10762,38720,,,,,,
10360,38720,,,,,,
9978,38720,,,,,,
9605,38720,,,,,,
9266,38720,,,,,,
8937,38720,,,,,,
8624,38720,,,,,,
8326,38720,,,,,,
8073,38720,,,,,,
7823,38720,,,,,,
7590,38720,,,,,,
7391,38720,,,,,,
7229,38720,,,,,,
7038,38720,,,,,,
6879,38720,,,,,,
6746,38720,,,,,,
6626,38720,,,,,,
6567,38720,,,,,,
6497,38720,,,,,,
6439,38720,,,,,,
6378,38720,,,,,,
6365,38720,,,,,,
6390,38720,,,,,,
6443,38720,,,,,,
6513,38720,,,,,,
6601,38720,,,,,,
6695,38720,,,,,,
6840,38720,,,,,,
7069,38720,,,,,,
7321,38720,,,,,,
7571,38720,,,,,,
7854,38720,,,,,,
8208,38720,,,,,,
8667,38720,,,,,,
9197,38720,,,,,,
9755,38720,,,,,,
10362,38720,,,,,,
11054,38720,,,,,,
11864,38720,,,,,,
12789,38720,,,,,,
13814,38720,,,,,,
14918,38720,,,,,,
16134,38720,,,,,,
17459,38720,,,,,,
18937,38720,,,,,,
20499,38720,,,,,,
22077,38720,,,,,,
23652,38720,,,,,,
25180,38720,,,,,,
26676,38720,,,,,,
28097,38720,,,,,,
29371,38720,,,,,,
30517,38720,,,,,,
31532,38720,,,,,,
32443,38720,,,,,,
33252,38720,,,,,,
33967,38720,,,,,,
34569,38720,,,,,,
35122,38720,,,,,,
35588,38720,,,,,,
36004,38720,,,,,,
36378,38720,,,,,,
36675,38720,,,,,,
36963,38720,,,,,,
37231,38720,,,,,,
37448,38720,,,,,,
37620,38720,,,,,,
37772,38720,,,,,,
37894,38720,,,,,,
38033,38720,,,,,,
38147,38720,,,,,,
38224,38720,,,,,,
38262,38720,,,,,,
38319,38720,,,,,,
38420,38720,,,,,,
38474,38720,,,,,,
38502,38720,,,,,,
38507,38720,,,,,,
38518,38720,,,,,,
38551,38720,,,,,,
38611,38720,,,,,,
38635,38635,,,,,,
38630,38720,,,,,,
38626,38720,,,,,,
38647,38647,,,,,,
38680,38680,,,,,,
38698,38698,,,,,,
38691,38691,,,,,,
38677,38677,,,,,,
38673,38673,,,,,,
38680,38680,,,,,,
38699,38699,,,,,,
38700,38700,,,,,,
38674,38674,,,,,,
38679,38679,,,,,,
38695,38695,,,,,,
38702,38702,,,,,,
38707,38707,,,,,,
38734,38734,,,,,,
38708,38708,,,,,,
38701,38701,,,,,,
38700,38700,,,,,,
38705,38705,,,,,,
38734,38734,,,,,,
38734,38734,,,,,,
38724,38724,,,,,,
38715,38715,,,,,,
38715,38715,,,,,,
38724,38724,,,,,,
38726,38726,,,,,,
38720,38720,,,,,,
38710,38710,,,,,,
38709,38709,,,,,,
38707,38707,,,,,,
38728,38728,,,,,,
38726,38726,,,,,,
38719,38719,,,,,,
38726,38726,,,,,,
38717,38717,,,,,,
38724,38724,,,,,,
38723,38723,,,,,,
38718,38718,,,,,,
38708,38708,,,,,,
38722,38722,,,,,,
38724,38724,,,,,,
38706,38706,,,,,,
38701,38701,,,,,,
38702,38702,,,,,,
38719,38719,,,,,,
38735,38735,,,,,,
38723,38723,,,,,,
38710,38710,,,,,,
38694,38694,,,,,,
38710,38710,,,,,,
38747,38747,,,,,,
38751,38751,,,,,,
38728,38728,,,,,,
38705,38705,,,,,,
38721,38721,,,,,,
38762,38762,,,,,,
38754,38754,,,,,,
38736,38736,,,,,,
38710,38710,,,,,,
38696,38696,,,,,,
38722,38722,,,,,,
38741,38741,,,,,,
38733,38733,,,,,,
38706,38706,,,,,,
38700,38700,,,,,,
38724,38724,,,,,,
38741,38741,,,,,,
38740,38740,,,,,,
38721,38721,,,,,,
38718,38718,,,,,,
38719,38719,,,,,,
38740,38740,,,,,,
38734,38734,,,,,,
38720,38720,,,,,,
38715,38715,,,,,,
38729,38729,,,,,,
38725,38725,,,,,,
38719,38719,,,,,,
38711,38711,,,,,,
38706,38706,,,,,,
38714,38714,,,,,,
38721,38721,,,,,,
38717,38717,,,,,,
38707,38707,,,,,,
38721,38721,,,,,,
38740,38740,,,,,,
38740,38740,,,,,,
38727,38727,,,,,,
38721,38721,,,,,,
38702,38702,,,,,,
38721,38721,,,,,,
38751,38751,,,,,,
38731,38731,,,,,,
38703,38703,,,,,,
38701,38701,,,,,,
38727,38727,,,,,,
38727,38727,,,,,,
38740,38740,,,,,,
38714,38714,,,,,,
38703,38703,,,,,,
38718,38718,,,,,,
38724,38724,,,,,,
38731,38731,,,,,,
38732,38732,,,,,,
38715,38715,,,,,,
38706,38706,,,,,,
38714,38714,,,,,,
38723,38723,,,,,,
38728,38728,,,,,,
38714,38714,,,,,,
38705,38705,,,,,,
38710,38710,,,,,,
38714,38714,,,,,,
38713,38713,,,,,,
38721,38721,,,,,,
38722,38722,,,,,,
38708,38708,,,,,,
38720,38720,,,,,,
38712,38712,,,,,,
38710,38710,,,,,,
38716,38716,,,,,,
38721,38721,,,,,,
38722,38722,,,,,,
38718,38718,,,,,,
38715,38715,,,,,,
38730,38730,,,,,,
38739,38739,,,,,,
38741,38741,,,,,,
38719,38719,,,,,,
38707,38707,,,,,,
38716,38716,,,,,,
38721,38721,,,,,,
38746,38746,,,,,,
38729,38729,,,,,,
38707,38707,,,,,,
38710,38710,,,,,,
38718,38718,,,,,,
38733,38733,,,,,,
38741,38741,,,,,,
38723,38723,,,,,,
38716,38716,,,,,,
38714,38714,,,,,,
38716,38716,,,,,,
38734,38734,,,,,,
38742,38742,,,,,,
38725,38725,,,,,,
38711,38711,,,,,,
38713,38713,,,,,,
38719,38719,,,,,,
38736,38736,,,,,,
38731,38731,,,,,,
38699,38699,,,,,,
38694,38694,,,,,,
38726,38726,,,,,,
38740,38740,,,,,,
38745,38745,,,,,,
38721,38721,,,,,,
38691,38691,,,,,,
38703,38703,,,,,,
38725,38725,,,,,,
38735,38735,,,,,,
38714,38714,,,,,,
38689,38689,,,,,,
38696,38696,,,,,,
38715,38715,,,,,,
38738,38738,,,,,,
38731,38731,,,,,,
38713,38713,,,,,,
38700,38700,,,,,,
38689,38689,,,,,,
38722,38722,,,,,,
38745,38745,,,,,,
38736,38736,,,,,,
38696,38696,,,,,,
38683,38683,,,,,,
38704,38704,,,,,,
38713,38713,,,,,,
38738,38738,,,,,,
38719,38719,,,,,,
38701,38701,,,,,,
38709,38709,,,,,,
38719,38719,,,,,,
38730,38730,,,,,,
38725,38725,,,,,,
38707,38707,,,,,,
38702,38702,,,,,,
38721,38721,,,,,,
38723,38723,,,,,,
38711,38711,,,,,,
38699,38699,,,,,,
38692,38692,,,,,,
38703,38703,,,,,,
38713,38713,,,,,,
38723,38723,,,,,,
38722,38722,,,,,,
38726,38726,,,,,,
38717,38717,,,,,,
38723,38723,,,,,,
38735,38735,,,,,,
38721,38721,,,,,,
38709,38709,,,,,,
38704,38704,,,,,,
38698,38698,,,,,,
38715,38715,,,,,,
38718,38718,,,,,,
38705,38705,,,,,,
38702,38702,,,,,,
38691,38691,,,,,,
38719,38719,,,,,,
38729,38729,,,,,,
38731,38731,,,,,,
38723,38723,,,,,,
38708,38708,,,,,,
38708,38708,,,,,,
38736,38736,,,,,,
38743,38743,,,,,,
38730,38730,,,,,,
38704,38704,,,,,,
38690,38690,,,,,,
38698,38698,,,,,,
38712,38712,,,,,,
38707,38707,,,,,,
38693,38693,,,,,,
38691,38691,,,,,,
38691,38691,,,,,,
38716,38716,,,,,,
38742,38742,,,,,,
38732,38732,,,,,,
38702,38702,,,,,,
38699,38699,,,,,,
38717,38717,,,,,,
38733,38733,,,,,,
38733,38733,,,,,,
38711,38711,,,,,,
38687,38687,,,,,,
38696,38696,,,,,,
38709,38709,,,,,,
38711,38711,,,,,,
38709,38709,,,,,,
38695,38695,,,,,,
38700,38700,,,,,,
38711,38711,,,,,,
38723,38723,,,,,,
38718,38718,,,,,,
38704,38704,,,,,,
38705,38705,,,,,,
38727,38727,,,,,,
38716,38716,,,,,,
38709,38709,,,,,,
38724,38724,,,,,,
38721,38721,,,,,,
38712,38712,,,,,,
38707,38707,,,,,,
38709,38709,,,,,,
38714,38714,,,,,,
38703,38703,,,,,,
38711,38711,,,,,,
38715,38715,,,,,,
38710,38710,,,,,,
38722,38722,,,,,,
38719,38719,,,,,,
38721,38721,,,,,,
38728,38728,,,,,,
38715,38715,,,,,,
38717,38717,,,,,,
38732,38732,,,,,,
38732,38732,,,,,,
38715,38715,,,,,,
38705,38705,,,,,,
38708,38708,,,,,,
38714,38714,,,,,,
38725,38725,,,,,,
38723,38723,,,,,,
38703,38703,,,,,,
38693,38693,,,,,,
38705,38705,,,,,,
38717,38717,,,,,,
38719,38719,,,,,,
38709,38709,,,,,,
38702,38702,,,,,,
38718,38718,,,,,,
38730,38730,,,,,,
38736,38736,,,,,,
38727,38727,,,,,,
38706,38706,,,,,,
38698,38698,,,,,,
38705,38705,,,,,,
38711,38711,,,,,,
38713,38713,,,,,,
38705,38705,,,,,,
38711,38711,,,,,,
38719,38719,,,,,,
38713,38713,,,,,,
38703,38703,,,,,,
38710,38710,,,,,,
